GENEID	SYMBOL	type
ENSG00000055070	SZRD1	ensg
ENSG00000055118	KCNH2	ensg
ENSG00000055130	CUL1	ensg
ENSG00000055147	FAM114A2	ensg
ENSG00000055163	CYFIP2	ensg
ENSG00000055208	TAB2	ensg
ENSG00000055211	GINM1	ensg
ENSG00000055332	EIF2AK2	ensg
ENSG00000055483	USP36	ensg
ENSG00000055609	KMT2C	ensg
ENSG00000055732	MCOLN3	ensg
ENSG00000055813	CCDC85A	ensg
ENSG00000055917	PUM2	ensg
ENSG00000055950	MRPL43	ensg
ENSG00000055955	ITIH4	ensg
ENSG00000055957	ITIH1	ensg
ENSG00000056050	C4orf27	ensg
ENSG00000056097	ZFR	ensg
ENSG00000056277	ZNF280C	ensg
ENSG00000056291	NPFFR2	ensg
ENSG00000056487	PHF21B	ensg
ENSG00000056558	TRAF1	ensg
ENSG00000056586	RC3H2	ensg
ENSG00000056736	IL17RB	ensg
ENSG00000056972	TRAF3IP2	ensg
ENSG00000056998	GYG2	ensg
ENSG00000057019	DCBLD2	ensg
ENSG00000057149	SERPINB3	ensg
ENSG00000057252	SOAT1	ensg
ENSG00000057294	PKP2	ensg
ENSG00000057468	MSH4	ensg
ENSG00000057593	F7	ensg
ENSG00000057608	GDI2	ensg
ENSG00000057657	PRDM1	ensg
ENSG00000057663	ATG5	ensg
ENSG00000057704	TMCC3	ensg
ENSG00000057757	PITHD1	ensg
ENSG00000057935	MTA3	ensg
ENSG00000058056	USP13	ensg
ENSG00000058063	ATP11B	ensg
ENSG00000058085	LAMC2	ensg
ENSG00000058091	CDK14	ensg
ENSG00000058262	SEC61A1	ensg
ENSG00000058272	PPP1R12A	ensg
ENSG00000058335	RASGRF1	ensg
ENSG00000058404	CAMK2B	ensg
ENSG00000058453	CROCC	ensg
ENSG00000058600	POLR3E	ensg
ENSG00000058668	ATP2B4	ensg
ENSG00000058673	ZC3H11A	ensg
ENSG00000058729	RIOK2	ensg
ENSG00000058799	YIPF1	ensg
ENSG00000058804	NDC1	ensg
ENSG00000058866	DGKG	ensg
ENSG00000059122	FLYWCH1	ensg
ENSG00000059145	UNKL	ensg
ENSG00000059377	TBXAS1	ensg
ENSG00000059378	PARP12	ensg
ENSG00000059573	ALDH18A1	ensg
ENSG00000059588	TARBP1	ensg
ENSG00000059691	GATB	ensg
ENSG00000059728	MXD1	ensg
ENSG00000059758	CDK17	ensg
ENSG00000059769	DNAJC25	ensg
ENSG00000059804	SLC2A3	ensg
ENSG00000059915	PSD	ensg
ENSG00000060069	CTDP1	ensg
ENSG00000060138	YBX3	ensg
ENSG00000060140	STYK1	ensg
ENSG00000060237	WNK1	ensg
ENSG00000060339	CCAR1	ensg
ENSG00000060491	OGFR	ensg
ENSG00000060558	GNA15	ensg
ENSG00000060566	CREB3L3	ensg
ENSG00000060642	PIGV	ensg
ENSG00000060656	PTPRU	ensg
ENSG00000060688	SNRNP40	ensg
ENSG00000060709	RIMBP2	ensg
ENSG00000060718	COL11A1	ensg
ENSG00000060749	QSER1	ensg
ENSG00000060762	MPC1	ensg
ENSG00000060971	ACAA1	ensg
ENSG00000060982	BCAT1	ensg
ENSG00000061273	HDAC7	ensg
ENSG00000061337	LZTS1	ensg
ENSG00000061455	PRDM6	ensg
ENSG00000061492	WNT8A	ensg
ENSG00000061656	SPAG4	ensg
ENSG00000061676	NCKAP1	ensg
ENSG00000061794	MRPS35	ensg
ENSG00000061918	GUCY1B3	ensg
ENSG00000061936	SFSWAP	ensg
ENSG00000061938	TNK2	ensg
ENSG00000061987	MON2	ensg
ENSG00000062038	CDH3	ensg
ENSG00000062096	ARSF	ensg
ENSG00000062194	GPBP1	ensg
ENSG00000062282	DGAT2	ensg
ENSG00000062370	ZNF112	ensg
ENSG00000062485	CS	ensg
ENSG00000062524	LTK	ensg
ENSG00000062582	MRPS24	ensg
ENSG00000062598	ELMO2	ensg
ENSG00000062650	WAPAL	ensg
ENSG00000062716	VMP1	ensg
ENSG00000062725	APPBP2	ensg
ENSG00000062822	POLD1	ensg
ENSG00000063015	SEZ6	ensg
ENSG00000063046	EIF4B	ensg
ENSG00000063127	SLC6A16	ensg
ENSG00000063169	GLTSCR1	ensg
ENSG00000063176	SPHK2	ensg
ENSG00000063177	RPL18	ensg
ENSG00000063180	CA11	ensg
ENSG00000063241	ISOC2	ensg
ENSG00000063244	U2AF2	ensg
ENSG00000063245	EPN1	ensg
ENSG00000063322	MED29	ensg
ENSG00000063438	AHRR	ensg
ENSG00000063515	GSC2	ensg
ENSG00000063587	ZNF275	ensg
ENSG00000063601	MTMR1	ensg
ENSG00000063660	GPC1	ensg
ENSG00000063761	ADCK1	ensg
ENSG00000063854	HAGH	ensg
ENSG00000063978	RNF4	ensg
ENSG00000064012	CASP8	ensg
ENSG00000064042	LIMCH1	ensg
ENSG00000064102	ASUN	ensg
ENSG00000064115	TM7SF3	ensg
ENSG00000064195	DLX3	ensg
ENSG00000064199	SPA17	ensg
ENSG00000064201	TSPAN32	ensg
ENSG00000064205	WISP2	ensg
ENSG00000064218	DMRT3	ensg
ENSG00000064225	ST3GAL6	ensg
ENSG00000064270	ATP2C2	ensg
ENSG00000064300	NGFR	ensg
ENSG00000064309	CDON	ensg
ENSG00000064313	TAF2	ensg
ENSG00000064393	HIPK2	ensg
ENSG00000064419	TNPO3	ensg
ENSG00000064489	MEF2BNB-MEF2B	ensg
ENSG00000064490	RFXANK	ensg
ENSG00000064545	TMEM161A	ensg
ENSG00000064547	LPAR2	ensg
ENSG00000064601	CTSA	ensg
ENSG00000064607	SUGP2	ensg
ENSG00000064651	SLC12A2	ensg
ENSG00000064652	SNX24	ensg
ENSG00000064655	EYA2	ensg
ENSG00000064666	CNN2	ensg
ENSG00000064687	ABCA7	ensg
ENSG00000064692	SNCAIP	ensg
ENSG00000064703	DDX20	ensg
ENSG00000064726	BTBD1	ensg
ENSG00000064763	FAR2	ensg
ENSG00000064787	BCAS1	ensg
ENSG00000064835	POU1F1	ensg
ENSG00000064886	CHI3L2	ensg
ENSG00000064932	SBNO2	ensg
ENSG00000064933	PMS1	ensg
ENSG00000064961	HMG20B	ensg
ENSG00000064989	CALCRL	ensg
ENSG00000064995	TAF11	ensg
ENSG00000064999	ANKS1A	ensg
ENSG00000065000	AP3D1	ensg
ENSG00000065029	ZNF76	ensg
ENSG00000065054	SLC9A3R2	ensg
ENSG00000065057	NTHL1	ensg
ENSG00000065060	UHRF1BP1	ensg
ENSG00000065135	GNAI3	ensg
ENSG00000065150	IPO5	ensg
ENSG00000065154	OAT	ensg
ENSG00000065183	WDR3	ensg
ENSG00000065243	PKN2	ensg
ENSG00000065268	WDR18	ensg
ENSG00000065308	TRAM2	ensg
ENSG00000065320	NTN1	ensg
ENSG00000065325	GLP2R	ensg
ENSG00000065328	MCM10	ensg
ENSG00000065357	DGKA	ensg
ENSG00000065361	ERBB3	ensg
ENSG00000065371	ROPN1	ensg
ENSG00000065413	ANKRD44	ensg
ENSG00000065427	KARS	ensg
ENSG00000065457	ADAT1	ensg
ENSG00000065485	PDIA5	ensg
ENSG00000065491	TBC1D22B	ensg
ENSG00000065518	NDUFB4	ensg
ENSG00000065526	SPEN	ensg
ENSG00000065534	MYLK	ensg
ENSG00000065548	ZC3H15	ensg
ENSG00000065559	MAP2K4	ensg
ENSG00000065600	TMEM206	ensg
ENSG00000065609	SNAP91	ensg
ENSG00000065613	SLK	ensg
ENSG00000065615	CYB5R4	ensg
ENSG00000065618	COL17A1	ensg
ENSG00000065621	GSTO2	ensg
ENSG00000065665	SEC61A2	ensg
ENSG00000065675	PRKCQ	ensg
ENSG00000065717	TLE2	ensg
ENSG00000065802	ASB1	ensg
ENSG00000065809	FAM107B	ensg
ENSG00000065833	ME1	ensg
ENSG00000065882	TBC1D1	ensg
ENSG00000065883	CDK13	ensg
ENSG00000065911	MTHFD2	ensg
ENSG00000065923	SLC9A7	ensg
ENSG00000065970	FOXJ2	ensg
ENSG00000065978	YBX1	ensg
ENSG00000065989	PDE4A	ensg
ENSG00000066027	PPP2R5A	ensg
ENSG00000066032	CTNNA2	ensg
ENSG00000066044	ELAVL1	ensg
ENSG00000066056	TIE1	ensg
ENSG00000066084	DIP2B	ensg
ENSG00000066117	SMARCD1	ensg
ENSG00000066135	KDM4A	ensg
ENSG00000066136	NFYC	ensg
ENSG00000066185	ZMYND12	ensg
ENSG00000066230	SLC9A3	ensg
ENSG00000066248	NGEF	ensg
ENSG00000066279	ASPM	ensg
ENSG00000066294	CD84	ensg
ENSG00000066322	ELOVL1	ensg
ENSG00000066336	SPI1	ensg
ENSG00000066379	ZNRD1	ensg
ENSG00000066382	MPPED2	ensg
ENSG00000066405	CLDN18	ensg
ENSG00000066422	ZBTB11	ensg
ENSG00000066427	ATXN3	ensg
ENSG00000066455	GOLGA5	ensg
ENSG00000066468	FGFR2	ensg
ENSG00000066557	LRRC40	ensg
ENSG00000066583	ISOC1	ensg
ENSG00000066629	EML1	ensg
ENSG00000066651	TRMT11	ensg
ENSG00000066654	THUMPD1	ensg
ENSG00000066697	MSANTD3	ensg
ENSG00000066735	KIF26A	ensg
ENSG00000066739	ATG2B	ensg
ENSG00000066777	ARFGEF1	ensg
ENSG00000066813	ACSM2B	ensg
ENSG00000066827	ZFAT	ensg
ENSG00000066855	MTFR1	ensg
ENSG00000066923	STAG3	ensg
ENSG00000066926	FECH	ensg
ENSG00000066933	MYO9A	ensg
ENSG00000067048	DDX3Y	ensg
ENSG00000067057	PFKP	ensg
ENSG00000067064	IDI1	ensg
ENSG00000067066	SP100	ensg
ENSG00000067082	KLF6	ensg
ENSG00000067113	PPAP2A	ensg
ENSG00000067141	NEO1	ensg
ENSG00000067167	TRAM1	ensg
ENSG00000067177	PHKA1	ensg
ENSG00000067182	TNFRSF1A	ensg
ENSG00000067191	CACNB1	ensg
ENSG00000067208	EVI5	ensg
ENSG00000067221	STOML1	ensg
ENSG00000067225	PKM	ensg
ENSG00000067248	DHX29	ensg
ENSG00000067334	DNTTIP2	ensg
ENSG00000067365	METTL22	ensg
ENSG00000067369	TP53BP1	ensg
ENSG00000067445	TRO	ensg
ENSG00000067533	RRP15	ensg
ENSG00000067560	RHOA	ensg
ENSG00000067596	DHX8	ensg
ENSG00000067606	PRKCZ	ensg
ENSG00000067646	ZFY	ensg
ENSG00000067704	IARS2	ensg
ENSG00000067715	SYT1	ensg
ENSG00000067798	NAV3	ensg
ENSG00000067829	IDH3G	ensg
ENSG00000067836	ROGDI	ensg
ENSG00000067840	PDZD4	ensg
ENSG00000067842	ATP2B3	ensg
ENSG00000067900	ROCK1	ensg
ENSG00000067955	CBFB	ensg
ENSG00000067992	PDK3	ensg
ENSG00000068001	HYAL2	ensg
ENSG00000068024	HDAC4	ensg
ENSG00000068028	RASSF1	ensg
ENSG00000068078	FGFR3	ensg
ENSG00000068079	IFI35	ensg
ENSG00000068097	HEATR6	ensg
ENSG00000068120	COASY	ensg
ENSG00000068137	PLEKHH3	ensg
ENSG00000068305	MEF2A	ensg
ENSG00000068308	OTUD5	ensg
ENSG00000068323	TFE3	ensg
ENSG00000068354	TBC1D25	ensg
ENSG00000068366	ACSL4	ensg
ENSG00000068383	INPP5A	ensg
ENSG00000068394	GPKOW	ensg
ENSG00000068400	GRIPAP1	ensg
ENSG00000068438	FTSJ1	ensg
ENSG00000068489	PRR11	ensg
ENSG00000068615	REEP1	ensg
ENSG00000068650	ATP11A	ensg
ENSG00000068654	POLR1A	ensg
ENSG00000068697	LAPTM4A	ensg
ENSG00000068724	TTC7A	ensg
ENSG00000068745	IP6K2	ensg
ENSG00000068781	STON1-GTF2A1L	ensg
ENSG00000068784	SRBD1	ensg
ENSG00000068796	KIF2A	ensg
ENSG00000068831	RASGRP2	ensg
ENSG00000068878	PSME4	ensg
ENSG00000068885	IFT80	ensg
ENSG00000068903	SIRT2	ensg
ENSG00000068912	ERLEC1	ensg
ENSG00000068971	PPP2R5B	ensg
ENSG00000068976	PYGM	ensg
ENSG00000068985	PAGE1	ensg
ENSG00000069011	PITX1	ensg
ENSG00000069018	TRPC7	ensg
ENSG00000069020	MAST4	ensg
ENSG00000069122	GPR116	ensg
ENSG00000069188	SDK2	ensg
ENSG00000069206	ADAM7	ensg
ENSG00000069248	NUP133	ensg
ENSG00000069275	NUCKS1	ensg
ENSG00000069329	VPS35	ensg
ENSG00000069345	DNAJA2	ensg
ENSG00000069399	BCL3	ensg
ENSG00000069424	KCNAB2	ensg
ENSG00000069431	ABCC9	ensg
ENSG00000069482	GAL	ensg
ENSG00000069493	CLEC2D	ensg
ENSG00000069509	FUNDC1	ensg
ENSG00000069535	MAOB	ensg
ENSG00000069667	RORA	ensg
ENSG00000069696	DRD4	ensg
ENSG00000069702	TGFBR3	ensg
ENSG00000069712	KIAA1107	ensg
ENSG00000069764	PLA2G10	ensg
ENSG00000069812	HES2	ensg
ENSG00000069849	ATP1B3	ensg
ENSG00000069869	NEDD4	ensg
ENSG00000069943	PIGB	ensg
ENSG00000069956	MAPK6	ensg
ENSG00000069966	GNB5	ensg
ENSG00000069974	RAB27A	ensg
ENSG00000069998	CECR5	ensg
ENSG00000070010	UFD1L	ensg
ENSG00000070018	LRP6	ensg
ENSG00000070019	GUCY2C	ensg
ENSG00000070031	SCT	ensg
ENSG00000070047	PHRF1	ensg
ENSG00000070061	IKBKAP	ensg
ENSG00000070081	NUCB2	ensg
ENSG00000070087	PFN2	ensg
ENSG00000070159	PTPN3	ensg
ENSG00000070182	SPTB	ensg
ENSG00000070190	DAPP1	ensg
ENSG00000070193	FGF10	ensg
ENSG00000070214	SLC44A1	ensg
ENSG00000070269	TMEM260	ensg
ENSG00000070366	SMG6	ensg
ENSG00000070367	EXOC5	ensg
ENSG00000070371	CLTCL1	ensg
ENSG00000070388	FGF22	ensg
ENSG00000070404	FSTL3	ensg
ENSG00000070413	DGCR2	ensg
ENSG00000070423	RNF126	ensg
ENSG00000070444	MNT	ensg
ENSG00000070476	ZXDC	ensg
ENSG00000070495	JMJD6	ensg
ENSG00000070501	POLB	ensg
ENSG00000070526	ST6GALNAC1	ensg
ENSG00000070540	WIPI1	ensg
ENSG00000070601	FRMPD1	ensg
ENSG00000070610	GBA2	ensg
ENSG00000070614	NDST1	ensg
ENSG00000070669	ASNS	ensg
ENSG00000070718	AP3M2	ensg
ENSG00000070729	CNGB1	ensg
ENSG00000070731	ST6GALNAC2	ensg
ENSG00000070748	CHAT	ensg
ENSG00000070756	PABPC1	ensg
ENSG00000070759	TESK2	ensg
ENSG00000070761	CFAP20	ensg
ENSG00000070770	CSNK2A2	ensg
ENSG00000070778	PTPN21	ensg
ENSG00000070785	EIF2B3	ensg
ENSG00000070808	CAMK2A	ensg
ENSG00000070814	TCOF1	ensg
ENSG00000070831	CDC42	ensg
ENSG00000070882	OSBPL3	ensg
ENSG00000070886	EPHA8	ensg
ENSG00000070915	SLC12A3	ensg
ENSG00000070950	RAD18	ensg
ENSG00000070961	ATP2B1	ensg
ENSG00000070985	TRPM5	ensg
ENSG00000071051	NCK2	ensg
ENSG00000071054	MAP4K4	ensg
ENSG00000071073	MGAT4A	ensg
ENSG00000071082	RPL31	ensg
ENSG00000071127	WDR1	ensg
ENSG00000071189	SNX13	ensg
ENSG00000071203	MS4A12	ensg
ENSG00000071205	ARHGAP10	ensg
ENSG00000071242	RPS6KA2	ensg
ENSG00000071243	ING3	ensg
ENSG00000071246	VASH1	ensg
ENSG00000071282	LMCD1	ensg
ENSG00000071462	WBSCR22	ensg
ENSG00000071537	SEL1L	ensg
ENSG00000071539	TRIP13	ensg
ENSG00000071553	ATP6AP1	ensg
ENSG00000071564	TCF3	ensg
ENSG00000071575	TRIB2	ensg
ENSG00000071626	DAZAP1	ensg
ENSG00000071655	MBD3	ensg
ENSG00000071677	PRLH	ensg
ENSG00000071794	HLTF	ensg
ENSG00000071859	FAM50A	ensg
ENSG00000071889	FAM3A	ensg
ENSG00000071894	CPSF1	ensg
ENSG00000071909	MYO3B	ensg
ENSG00000071967	CYBRD1	ensg
ENSG00000071991	CDH19	ensg
ENSG00000071994	PDCD2	ensg
ENSG00000072041	SLC6A15	ensg
ENSG00000072042	RDH11	ensg
ENSG00000072062	PRKACA	ensg
ENSG00000072071	LPHN1	ensg
ENSG00000072080	SPP2	ensg
ENSG00000072110	ACTN1	ensg
ENSG00000072121	ZFYVE26	ensg
ENSG00000072133	RPS6KA6	ensg
ENSG00000072134	EPN2	ensg
ENSG00000072135	PTPN18	ensg
ENSG00000072163	LIMS2	ensg
ENSG00000072182	ASIC4	ensg
ENSG00000072195	SPEG	ensg
ENSG00000072201	LNX1	ensg
ENSG00000072210	ALDH3A2	ensg
ENSG00000072274	TFRC	ensg
ENSG00000072310	SREBF1	ensg
ENSG00000072315	TRPC5	ensg
ENSG00000072364	AFF4	ensg
ENSG00000072401	UBE2D1	ensg
ENSG00000072415	MPP5	ensg
ENSG00000072422	RHOBTB1	ensg
ENSG00000072501	SMC1A	ensg
ENSG00000072506	HSD17B10	ensg
ENSG00000072518	MARK2	ensg
ENSG00000072571	HMMR	ensg
ENSG00000072609	CHFR	ensg
ENSG00000072657	TRHDE	ensg
ENSG00000072682	P4HA2	ensg
ENSG00000072694	FCGR2B	ensg
ENSG00000072736	NFATC3	ensg
ENSG00000072756	TRNT1	ensg
ENSG00000072778	ACADVL	ensg
ENSG00000072786	STK10	ensg
ENSG00000072803	FBXW11	ensg
ENSG00000072818	ACAP1	ensg
ENSG00000072832	CRMP1	ensg
ENSG00000072840	EVC	ensg
ENSG00000072849	DERL2	ensg
ENSG00000072858	SIDT1	ensg
ENSG00000072864	NDE1	ensg
ENSG00000072952	MRVI1	ensg
ENSG00000072954	TMEM38A	ensg
ENSG00000072958	AP1M1	ensg
ENSG00000073008	PVR	ensg
ENSG00000073050	XRCC1	ensg
ENSG00000073060	SCARB1	ensg
ENSG00000073067	CYP2W1	ensg
ENSG00000073111	MCM2	ensg
ENSG00000073146	MOV10L1	ensg
ENSG00000073150	PANX2	ensg
ENSG00000073169	SELO	ensg
ENSG00000073282	TP63	ensg
ENSG00000073331	ALPK1	ensg
ENSG00000073350	LLGL2	ensg
ENSG00000073417	PDE8A	ensg
ENSG00000073464	CLCN4	ensg
ENSG00000073536	NLE1	ensg
ENSG00000073578	SDHA	ensg
ENSG00000073584	SMARCE1	ensg
ENSG00000073598	FNDC8	ensg
ENSG00000073605	GSDMB	ensg
ENSG00000073614	KDM5A	ensg
ENSG00000073670	ADAM11	ensg
ENSG00000073711	PPP2R3A	ensg
ENSG00000073712	FERMT2	ensg
ENSG00000073734	ABCB11	ensg
ENSG00000073737	DHRS9	ensg
ENSG00000073754	CD5L	ensg
ENSG00000073756	PTGS2	ensg
ENSG00000073792	IGF2BP2	ensg
ENSG00000073803	MAP3K13	ensg
ENSG00000073849	ST6GAL1	ensg
ENSG00000073861	TBX21	ensg
ENSG00000073910	FRY	ensg
ENSG00000073921	PICALM	ensg
ENSG00000073969	NSF	ensg
ENSG00000074047	GLI2	ensg
ENSG00000074054	CLASP1	ensg
ENSG00000074071	MRPS34	ensg
ENSG00000074181	NOTCH3	ensg
ENSG00000074201	CLNS1A	ensg
ENSG00000074211	PPP2R2C	ensg
ENSG00000074219	TEAD2	ensg
ENSG00000074266	EED	ensg
ENSG00000074276	CDHR2	ensg
ENSG00000074317	SNCB	ensg
ENSG00000074319	TSG101	ensg
ENSG00000074356	C17orf85	ensg
ENSG00000074370	ATP2A3	ensg
ENSG00000074410	CA12	ensg
ENSG00000074416	MGLL	ensg
ENSG00000074527	NTN4	ensg
ENSG00000074582	BCS1L	ensg
ENSG00000074590	NUAK1	ensg
ENSG00000074603	DPP8	ensg
ENSG00000074621	SLC24A1	ensg
ENSG00000074657	ZNF532	ensg
ENSG00000074660	SCARF1	ensg
ENSG00000074695	LMAN1	ensg
ENSG00000074696	PTPLAD1	ensg
ENSG00000074706	IPCEF1	ensg
ENSG00000074755	ZZEF1	ensg
ENSG00000074771	NOX3	ensg
ENSG00000074800	ENO1	ensg
ENSG00000074803	SLC12A1	ensg
ENSG00000074842	MYDGF	ensg
ENSG00000074855	ANO8	ensg
ENSG00000074935	TUBE1	ensg
ENSG00000074964	ARHGEF10L	ensg
ENSG00000074966	TXK	ensg
ENSG00000075035	WSCD2	ensg
ENSG00000075043	KCNQ2	ensg
ENSG00000075073	TACR2	ensg
ENSG00000075089	ACTR6	ensg
ENSG00000075131	TIPIN	ensg
ENSG00000075142	SRI	ensg
ENSG00000075151	EIF4G3	ensg
ENSG00000075188	NUP37	ensg
ENSG00000075213	SEMA3A	ensg
ENSG00000075218	GTSE1	ensg
ENSG00000075223	SEMA3C	ensg
ENSG00000075234	TTC38	ensg
ENSG00000075239	ACAT1	ensg
ENSG00000075240	GRAMD4	ensg
ENSG00000075275	CELSR1	ensg
ENSG00000075290	WNT8B	ensg
ENSG00000075292	ZNF638	ensg
ENSG00000075303	SLC25A40	ensg
ENSG00000075336	TIMM21	ensg
ENSG00000075340	ADD2	ensg
ENSG00000075388	FGF4	ensg
ENSG00000075391	RASAL2	ensg
ENSG00000075399	VPS9D1	ensg
ENSG00000075407	ZNF37A	ensg
ENSG00000075413	MARK3	ensg
ENSG00000075415	SLC25A3	ensg
ENSG00000075420	FNDC3B	ensg
ENSG00000075426	FOSL2	ensg
ENSG00000075429	CACNG5	ensg
ENSG00000075461	CACNG4	ensg
ENSG00000075539	FRYL	ensg
ENSG00000075568	TMEM131	ensg
ENSG00000075618	FSCN1	ensg
ENSG00000075624	ACTB	ensg
ENSG00000075643	MOCOS	ensg
ENSG00000075651	PLD1	ensg
ENSG00000075673	ATP12A	ensg
ENSG00000075702	WDR62	ensg
ENSG00000075711	DLG1	ensg
ENSG00000075785	RAB7A	ensg
ENSG00000075790	BCAP29	ensg
ENSG00000075826	SEC31B	ensg
ENSG00000075856	SART3	ensg
ENSG00000075884	ARHGAP15	ensg
ENSG00000075886	TUBA3D	ensg
ENSG00000075891	PAX2	ensg
ENSG00000075914	EXOSC7	ensg
ENSG00000075945	KIFAP3	ensg
ENSG00000075975	MKRN2	ensg
ENSG00000076003	MCM6	ensg
ENSG00000076043	REXO2	ensg
ENSG00000076053	RBM7	ensg
ENSG00000076067	RBMS2	ensg
ENSG00000076108	BAZ2A	ensg
ENSG00000076201	PTPN23	ensg
ENSG00000076242	MLH1	ensg
ENSG00000076248	UNG	ensg
ENSG00000076258	FMO4	ensg
ENSG00000076321	KLHL20	ensg
ENSG00000076344	RGS11	ensg
ENSG00000076351	SLC46A1	ensg
ENSG00000076356	PLXNA2	ensg
ENSG00000076382	SPAG5	ensg
ENSG00000076513	ANKRD13A	ensg
ENSG00000076554	TPD52	ensg
ENSG00000076555	ACACB	ensg
ENSG00000076604	TRAF4	ensg
ENSG00000076641	PAG1	ensg
ENSG00000076650	GPATCH1	ensg
ENSG00000076662	ICAM3	ensg
ENSG00000076685	NT5C2	ensg
ENSG00000076706	MCAM	ensg
ENSG00000076716	GPC4	ensg
ENSG00000076770	MBNL3	ensg
ENSG00000076826	CAMSAP3	ensg
ENSG00000076864	RAP1GAP	ensg
ENSG00000076924	XAB2	ensg
ENSG00000076928	ARHGEF1	ensg
ENSG00000076944	STXBP2	ensg
ENSG00000076984	MAP2K7	ensg
ENSG00000077009	NMRK2	ensg
ENSG00000077044	DGKD	ensg
ENSG00000077063	CTTNBP2	ensg
ENSG00000077080	ACTL6B	ensg
ENSG00000077092	RARB	ensg
ENSG00000077097	TOP2B	ensg
ENSG00000077147	TM9SF3	ensg
ENSG00000077150	NFKB2	ensg
ENSG00000077152	UBE2T	ensg
ENSG00000077157	PPP1R12B	ensg
ENSG00000077232	DNAJC10	ensg
ENSG00000077235	GTF3C1	ensg
ENSG00000077238	IL4R	ensg
ENSG00000077254	USP33	ensg
ENSG00000077264	PAK3	ensg
ENSG00000077274	CAPN6	ensg
ENSG00000077279	DCX	ensg
ENSG00000077312	SNRPA	ensg
ENSG00000077327	SPAG6	ensg
ENSG00000077348	EXOSC5	ensg
ENSG00000077380	DYNC1I2	ensg
ENSG00000077420	APBB1IP	ensg
ENSG00000077454	LRCH4	ensg
ENSG00000077458	FAM76B	ensg
ENSG00000077463	SIRT6	ensg
ENSG00000077498	TYR	ensg
ENSG00000077514	POLD3	ensg
ENSG00000077522	ACTN2	ensg
ENSG00000077549	CAPZB	ensg
ENSG00000077585	GPR137B	ensg
ENSG00000077616	NAALAD2	ensg
ENSG00000077684	JADE1	ensg
ENSG00000077713	SLC25A43	ensg
ENSG00000077721	UBE2A	ensg
ENSG00000077782	FGFR1	ensg
ENSG00000077800	FKBP6	ensg
ENSG00000077935	SMC1B	ensg
ENSG00000077942	FBLN1	ensg
ENSG00000077943	ITGA8	ensg
ENSG00000077984	CST7	ensg
ENSG00000078018	MAP2	ensg
ENSG00000078043	PIAS2	ensg
ENSG00000078053	AMPH	ensg
ENSG00000078061	ARAF	ensg
ENSG00000078070	MCCC1	ensg
ENSG00000078081	LAMP3	ensg
ENSG00000078098	FAP	ensg
ENSG00000078114	NEBL	ensg
ENSG00000078124	ACER3	ensg
ENSG00000078140	UBE2K	ensg
ENSG00000078142	PIK3C3	ensg
ENSG00000078177	N4BP2	ensg
ENSG00000078237	C12orf5	ensg
ENSG00000078246	TULP3	ensg
ENSG00000078269	SYNJ2	ensg
ENSG00000078295	ADCY2	ensg
ENSG00000078304	PPP2R5C	ensg
ENSG00000078328	RBFOX1	ensg
ENSG00000078369	GNB1	ensg
ENSG00000078399	HOXA9	ensg
ENSG00000078401	EDN1	ensg
ENSG00000078403	MLLT10	ensg
ENSG00000078487	ZCWPW1	ensg
ENSG00000078549	ADCYAP1R1	ensg
ENSG00000078579	FGF20	ensg
ENSG00000078589	P2RY10	ensg
ENSG00000078596	ITM2A	ensg
ENSG00000078618	NRD1	ensg
ENSG00000078668	VDAC3	ensg
ENSG00000078674	PCM1	ensg
ENSG00000078687	TNRC6C	ensg
ENSG00000078699	CBFA2T2	ensg
ENSG00000078725	BRINP1	ensg
ENSG00000078747	ITCH	ensg
ENSG00000078795	PKD2L2	ensg
ENSG00000078804	TP53INP2	ensg
ENSG00000078808	SDF4	ensg
ENSG00000078814	MYH7B	ensg
ENSG00000078898	BPIFB2	ensg
ENSG00000078900	TP73	ensg
ENSG00000078902	TOLLIP	ensg
ENSG00000078967	UBE2D4	ensg
ENSG00000079101	CLUL1	ensg
ENSG00000079102	RUNX1T1	ensg
ENSG00000079112	CDH17	ensg
ENSG00000079134	THOC1	ensg
ENSG00000079150	FKBP7	ensg
ENSG00000079156	OSBPL6	ensg
ENSG00000079215	SLC1A3	ensg
ENSG00000079246	XRCC5	ensg
ENSG00000079257	LXN	ensg
ENSG00000079263	SP140	ensg
ENSG00000079277	MKNK1	ensg
ENSG00000079308	TNS1	ensg
ENSG00000079313	REXO1	ensg
ENSG00000079332	SAR1A	ensg
ENSG00000079335	CDC14A	ensg
ENSG00000079337	RAPGEF3	ensg
ENSG00000079385	CEACAM1	ensg
ENSG00000079387	SENP1	ensg
ENSG00000079393	DUSP13	ensg
ENSG00000079432	CIC	ensg
ENSG00000079435	LIPE	ensg
ENSG00000079459	FDFT1	ensg
ENSG00000079462	PAFAH1B3	ensg
ENSG00000079482	OPHN1	ensg
ENSG00000079557	AFM	ensg
ENSG00000079616	KIF22	ensg
ENSG00000079689	SCGN	ensg
ENSG00000079691	LRRC16A	ensg
ENSG00000079739	PGM1	ensg
ENSG00000079785	DDX1	ensg
ENSG00000079805	DNM2	ensg
ENSG00000079819	EPB41L2	ensg
ENSG00000079841	RIMS1	ensg
ENSG00000079931	MOXD1	ensg
ENSG00000079950	STX7	ensg
ENSG00000079974	RABL2B	ensg
ENSG00000079999	KEAP1	ensg
ENSG00000080007	DDX43	ensg
